date,url,title
"2026-06-11 18:05:39 -0400","https://thi.ng/","thi.ng - Open source building blocks for computational design & art. Est. 2006 (TypeScript, Zig, GLSL, Clojure, C, SideFX Houdini)"
"2026-06-11 18:05:39 -0400","https://dl.acm.org/doi/epdf/10.1145/3748173.3779202","KANELÉ: Kolmogorov–Arnold Networks for Efficient LUT-basedEvaluation"
"2026-06-11 18:05:39 -0400","https://arxiv.org/abs/2510.24801","[2510.24801] Fortytwo: Swarm Inference with Peer-Ranked Consensus"
"2026-06-11 18:14:50 -0400","https://onlinelibrary.wiley.com/doi/10.1002/spe.70079","Converting an Integer to a Decimal String in Under Two Nanoseconds"
